,Emotion,Clean_Text
9914,joy,friends asked camping fortnight
24697,fear,control limit choice#xafear nothing#xa#xa#evil
12075,neutral,usually ride bike  form transport prefer use 
24979,anger,oh  men  
6491,anger,indian family watching bollywood classic kind buy headphones please train cinema
26401,joy,breaking twittersilence announce completion college project ever
955,sadness,hate nose clogged reason im eating makes wanna cry because cant taste fucking food
22960,fear,prefer talk itim liar fraud people feel afraid everything amp #truth
15611,joy,found need physiotherapy neck
33559,sadness,said jeans sighed over admired sighed again smoothed admired sighed finally thrown goodwill pile
34450,anger,parents thought best pass final examination (secondary school) achieved good grade said nothing bad grade angry
34126,sadness,miss close friends :(
9704,joy,surewhere suggest 
7249,neutral,laptop 
34502,joy,holiday cheer pilchak house right
2246,sadness,  im mr lacher class miss class
1581,sadness,happiest girl world cuz bet :3 im sad:(
3624,joy,christmas dj salado junior high christmas float #christmasparade
22572,anger,couldnt play physical sport fights
30537,sadness,manager graeme souness s touchline ban meant watch anguish directors  box 
25751,sadness,sit disconsolate snow 
9368,sadness,friend breaking boyfriend
22940,fear,feel like im missing things age hope though
7530,joy,enjoy people heart happy
25741,neutral,
22165,joy,tomorrows gonna consist calling companies shouting incompetence
8787,anger,brother took money use purposes
11190,joy,heel fucked pretty bad right good thing right work #jesushelpme
2231,joy,boys boythings baby asleep sun shining lido read papers fab breakfast
28802,anger,discussion mother realized moment doubt justification making decisions concerning life
17457,sadness,wanna watch movie brother ps3 :(
18763,anger, nt feel resentful god decided allotted span 
27996,sadness,lmao rt   snell lol rt:   ask   friend play *sideeye*
15042,joy,electric atmosphere night excitement 
26629,fear,ive joined soudain gamble man scunny bookies quotbespectacled deathquot   
814,joy,removed lovely looking deeply hateful shoes feet #backtotrainers
16639,joy,work snow tomorrow
18781,fear,nervous calculations weeks determine win lose political battles years 
10188,joy,knows journey  cocky jackthelad neglected discipline academic study raw excitement leftwing politics measured politician answer 
21243,anger,’ unfair 
25924,joy,boy ann glenns promote mitt #sarc
12983,fear,“  afraid tomorrow seen yesterday love today #less”
4246,joy,time intense workout till 5:40   #kms
32266,sadness,  what wait till week
8694,sadness,  wow lot peanut butter
7032,neutral,like 
14076,sadness,sorry  mum  ill lock right away 
23790,sadness,s experience families  particularly carers  great anguish  pain heartache associated process 
14049,fear,wrld f river dams coz changing dat situated places erth quik area wat hpnd new dam build
10450,anger,dad  ’ gonna catch cold 
29854,joy,btw im making happy tunes guitar amp #gladness
8415,fear,oh yeah factor coming backkkk
24314,anger,girlfriend guys like fuss girl
2308,anger,mempan dunk ya  rt   gaa mempan  rt   ya mira kabuuur mah tu om sungkai kaki mira bia jatuah
15201,joy,uh wonderful finsh book today
11274,anger,mexico   miffed telmex telephone company gain entry american marketplace 
17462,sadness,left friends school (break up) knowing probably separate ways long time
32612,joy,yes  funny 
2706,fear,chased dark know
4160,joy,well got total 3 hours sleep night
2050,joy,good  im starving 
8384,anger,mansell livid admitted ran away scene accident avoid tempted big trouble 
23820,joy,think  thanks info 
5824,neutral,yes 
33176,joy,nephew  looks lot like  mum  
26396,sadness,robinson ampamp brown good ole fashion hoedown  girls fuckin suckin asking 
11333,anger,short rare bad #dumpit #fear awful #faceit #memories sweet #cherishit
5763,anger,want indignant boyfriend doorstep breathing fire  
32680,anger,kisling livid  help friends managed grab sculptor throw stairwell seventh floor 
21712,joy,interviews done amazed peoples reactions questions ask black friday shoppers #love #peace
6053,sadness,broke afford black friday deals online
24241,joy,deciding christmas tree harder deciding want dinner
25423,joy,minus 5 minutes madrigal dinner      
24039,fear,“  afraid tomorrow seen yesterday love today #less” amen
19606,sadness,dude wants   drive crafton pot were   josh needing laid tho help guys
26795,joy,great excitement fishing treasure ( fake ) tied bladders 
20615,sadness,friendship fallen off text anymore
13387,sadness,ohno left cheesecake barn #nocheesecakeforme
5451,joy,sure  beach going 
25390,joy, chairman vicechairman given year s contract  m absolutely delighted staying nottingham forest 
17031,sadness,julie s devastated husband tim  32  night preparing fly home northampton identify wife s body 
21632,fear,voir les tt et les lt dirait que les gens ont vraiment regardé miss france 00 #endemol
11054,joy,received report card cou afraid obtaining low marks higher expected
9649,anger,androids anstagram   making jealous instagramm
24002,sadness,sounds bad  
1916,joy,love people light fresh cigarette bus/train comes
15034,joy,rejoice family beautiful land life ~albert einstein
3350,joy,embrace emotional uncertainty called
33461,fear,afraid tomorrow seen yesterday love today #less
16516,joy,  saturday nightplaying board games #collegekids
12562,neutral,depends 
12146,fear,day theres shelter amp deeds ya helper
10314,anger,brothers cruel boyfriend flatmate bent brothers fingers fault
20109,sadness,tweet think quotthis retweet worthy hope gets retweetedquot hardly happens
3895,sadness,emotion time prompted grief mother  seriousness moment 
10952,joy,morning swimming lessons joy morning 9yo moved level = later swimming lesson = spending life
27573,fear,swear fucking god theres lot shady ass people lately aint got trust thy self man bitch
11312,anger,insulted disgusting people
28665,joy,love adorable people
6927,neutral,good 
4527,neutral,oh   great news  look like 
9449,joy,working 3 11 nursing home
5653,fear,unknown changes replace #stability familiarity ambiguity uncertainty #leaders #jo #amman #reformjo #jordan
2485,joy,shuttlecock fly away pals lets work  fridays pleasant healthful
24740,sadness,closest friends died unexpectantly
23069,neutral,hey  ted  friday 
29998,joy,planned spending 10 days moms going come 4 days going bake
3458,anger,believe wedding present  joanne  hardly use 
2435,fear,    narrowly escaped left solo 2 children
12496,joy,new pair vans way :d im happy bunny
1132,sadness,grandmother died suddenly summer
30599,sadness,  :o oh no hopefully son writes good dragonrider books im (probably dozen) behind
7701,neutral,oh  
27303,fear,  ed io vorrei un mondo senza guerrela chiesa ha più potere oggi di quanto lo avesse con precedenti governi amp #shame
22498,anger,excuse  time waste  ive hour 
34265,joy,parents far them
20679,anger,low  resentful voice  cullam said   sick 
6173,joy,time zeds think  early tomorrow head stockport day
18228,neutral,
15394,anger,’ month finalized  things delayed 
11038,sadness,dad work bye #fuck
920,joy,unexpectedly received birthday greetings person like
12017,joy,orthodontist apt today
29977,joy,fb notification 4:15 afternoon previous statuses wall posts deff gonna club invite
19565,anger,im trying stuff class homegirl keeps talking phone literally scream
23058,joy,like heavenly shower soaked instant gifts change lives quot~~inspiredgude  
18590,joy,felt joy entered university
20876,joy,home tomorrow ill moving things new school 
3856,sadness,im leaving  mum 
34132,anger,choose pay price assholes #facepalm
32901,joy,lift hand quotfather lift hands thee help knowquot god cover zone #faith
22345,joy,spca tomorrow community service
17229,joy,break imagine…peace reigns fed shelter healthy abundant feel #ljb
21523,anger,insulted people shop
12962,joy,work busy absolutely sale woke hour nap alllll tomorrow
1758,fear,gain confidence experience stop look face~ e roosevelt
10005,neutral,like register class today 
2066,sadness,cat vet mercy killing (an injection)
31330,joy,breaking news ocu susan (caf/sudexo employee) returning
2415,fear,john s father came cheltenham  grieving concerned future 
22909,anger,quotif patient moment anger escape days sorrowquot
30174,fear,perverted #faith ability fear proof ability #believe
15889,joy,quotits slow contradiction beauty vasequot  
25452,joy,makes laugh deep belly laugh baby forgotten #happiness
17795,joy,think happiest day year baylorit evening community cheer
2853,anger,assholes reply sweet goodnight textscrew you dont expect acknowledge again
8046,joy,headache came day headache came back stay away
18442,fear,uhhooo dentist school biggest probably looking forward
29612,fear,mr hamilton said :  deeply concerned told shall ask immediate steps taken normal decencies observed  
22111,neutral,course 
16353,sadness,wanna text girl theres reply days
24820,fear,taking chemistry midterm
13567,joy,  quotits joy makes grateful gratitude makes joyfulquot david rast #gratitude
12486,joy,krtu/musical mad libs thanks awesome playlist drive home:sigur ros mountain goats amp sufjan stevens songs row
24432,neutral,plane 
7729,sadness,team lost championship
3766,neutral,yes  sir 
8983,joy,sally  bachelor girl  excellent designer  companys advertisements child trains 
25838,sadness,grandfather died heard death bad feeling stomach felt lost precious
33726,joy,  hahaha flirting failed bc leave gtlt said text soon
8423,joy,sure   thank inviting 
16115,anger,close friend write
14059,anger,said thought surkov felt resentful novels nt money 
27663,anger,heard telling lies best friend
915,sadness,  che sfaiga io non perchè sono così tranquilla forse perchè ho la consapevolezza di non avere soldi :(
22429,joy,train rides enjoyable ears bleed entire trip
30697,joy,seein folks overcome limitations seeing dream capacity compass
16014,anger,  fit right lil twig kids huge gut hitt treadmill burn little man sydrome
18045,sadness,realized going help   decorateim thinking little late now
12669,fear,know ima sick plane tomorrow
22426,joy,boyfriend playing cat playing games telling nice things her
13243,sadness,wished learned play steel pan kid
31858,anger,log account phone
15567,joy,    thank rts ladies huge piece x
9102,anger,waiting receive participation profits receive it
21232,sadness,ive reading hours book makes think #ripbaker
6227,anger,parking  cant park street  
10903,joy,film dosent cheer im gunna bed shit mood feeling like im gunny cry (y)
7755,fear,attempted rape 5 guys  held arms molested me constantly threatening beat me penetration occur driver car stopped that
3637,joy,  sofa bed im workshop thur fri
33267,joy,convent garden nice glass rose
9696,fear,walking dark thinking ghost stories
23148,joy,home day clean
13427,sadness,ive got little kiddies coming over little cousins  adorable problem is homework
7860,anger,rachel reasoning  felt angry damian flint  obviously right thing  clearly complete control situation rachel 
32,fear,     #xa#xaadd things symptom called #nervoso #xa#xau wanna learn [:
6760,fear,crashing car led great problems
7082,joy,work today movies day #doublejoy
12945,anger,finding excuse obviously alley  trying avoid taking care children good 
3635,joy,night consists baking pies cookies making posters
33154,fear,testing new roller skates street suddenly dog ran barking direction threatening startled terribly upset
12810,anger,brother 
30775,joy,quot  amp about approach future determination joy
24966,anger,hate people think rap knowing cant tweet
14665,joy,dived sharks brightly coloured fish outer reef tvavni fidgi
26199,anger,attitude  think discuss 
7131,joy,jazzy ji moving amp stuff 
6682,joy,nice hear 
24522,anger,angry somebody deceives me tries conceal lie skilfully offends more
15854,anger,feel like striking sister eating half gallon vanilla ice cream
17531,joy,family pictures tonight
31820,anger,fight best friend
17532,anger,boys know telling me indecent manner teased young shy girl know despised conviction scorned touched her got angry try conceal gave them
8906,joy,love time jobs actually shampoo brushes
18900,sadness,expect  overcome grief  
30740,neutral, people married beforethe age 20 
19174,joy,happy holidays let family drama begin
21115,fear,sort fitting watch defending life today
7579,neutral,interesting 
5999,fear,think 4   rt maxwellowusu   way miss u lot eh tell obaa yaa im coming home   fifa 12
2611,neutral,bet studied  
30421,sadness,night insisted grudge taylor  column openly discussed innermost anguish england players kick ball finals 
23152,joy,3 half hours bus germans
1843,joy,real estate  days last day regular music vast christmas archive kicks action month
23842,joy,better bed got meeting morning principal quotexcessive tardinessquot oh getting oc taking away
14064,fear,quot  afraid tomorrow seen yesterday love today #lessquot
28086,joy,re excited s major problem 
7598,joy,accepted god holding #peace #hope #forgiveness #grace  #jesustweeters
19169,joy,heading bed earliest ive long time work begins 8 alarm goes 5
17230,joy,snowfall retard drivers comer out #ilovetraffic
21773,neutral,maybe 
20063,sadness,close big lots cant go
1845,joy,money maker todayand weekend
16558,joy,sismas tonight christmas crazy sophomore thetas
15266,anger, reminded morning 
17639,anger,ceased blame breakdown marriage  instead expressed considerable anger husband 
28279,anger,faint annoyance began major tzann s face 
10132,joy,chicago traffic + sleep week + cab driver singing horrifying rendition super bass = life/nightmare
1253,anger,pissed   episode record #dvrproblems
5129,fear,en la peluqueria aver como salgo
26066,joy,period: argue mrs tyner (^^)
3772,fear,resist launch deep
9198,joy,crime punishment novels follow  narrow glee ahead fact unworthy art  idealism   deeper realism  intend 
25308,anger,months ago teaching suddenly angry children slapped them
2700,fear,annabel said agitated voice   feel mind whirling madly  like hurricane 
22052,neutral,sneak 
4157,joy,walking embarcadero night bay calming night #calm #peace
19414,anger,management issuesstillafter taking dem sucky ass classes 3 times smgdh
12404,anger,holding fucking tongue
23485,sadness,realized miss friends starting night work again
8059,joy,loving mistletoemay 2nd fave christmas album hanson course
7643,joy,going decorating house 4 christmas need holiday spirit right now way let scrooge year
14971,joy,entire family house #joking
7268,joy,history bad exam tuesday ns
31984,sadness,overweight 37 year old dad beat 200 meter race im feeling #anger #frustration #redemption
30788,joy,  xoxoxo slam dunk #happiness screaming bratty kids
3188,joy,rock quarry middle school pep club house realized annoying middle schoolers
7222,joy,moment panic packing tape boxes remembered box 36 rolls uline
15033,joy,bout great day
7454,anger,  arranging sat morning tennis tonight shall rage fuelled action #seething
24319,fear,le mec à côté de moi dans le tgv lis nietzsche et il essaye dengager la conversation #jepasseenmodehermite
13056,fear,living dreams living fears ~ les brown #fact
17017,fear,«  says: remember happened time #faith saysquot time time faith trust god»
30777,joy,sharing whats heart facetoface brings joy cant captured pen
8228,neutral,oh  thats new  whats everyday 
2218,joy,earth doctor prescribe antibiotic (to meal) aniseed flavour toddler #not
6712,joy,study university
9677,neutral,oh  yes  like playing basketball 
26044,joy,  ohmygosh best thanksgiving blessing hope for
29224,anger,nailpolish chip fucking day
24942,joy,glowinthedark stars ceiling glowing brighter usual beautiful night
513,fear,quotfear  false evidence appearing real telling fear quot   #mixtapecomingsoon
21905,joy,snoopy spiderman buzz lightyear bands singers santa let games begin happy thanksgiving all
18402,fear,afraid tomorrow seen yesterday love today #less”
5705,sadness,looked phoebe anguished expression nearly honest repentance 
31452,fear,comments major diplomatic gaffe crc supported region disquiet cre s decision begin investigation 
34073,sadness,traumatized life mama hit deer
10523,fear,  yeah thats prob  save face sombodby feelings lose someone
3319,fear,dawning anticipated hen day/night arriveddun dun dun
2575,joy,called invited talk job wanted have
4041,sadness,friend school failed university
24243,anger, s livid opal  
15996,fear,quotand #love r powerful motivating forces inspires selfishness altruismquot
32523,sadness,breaks pretty already normal weekend
8166,sadness,mother working knife laughing heartily able control knife stuck deep hand
10200,anger,lily  told  
8794,sadness,im sorry  restaurant  wait half hour  care drink lounge table available 
5016,fear,went town double decker bus bus fall way driver controlled it fallen
4419,fear,☁☾ fear night long but f h makes fine pillow ~unk #creativator
31088,joy,pub spend rest evening drawing boats
29640,neutral,1999 
25298,sadness,uhhh migraine away im sure im pass vomit uhh wish hold me
10261,sadness,oh dear downtown quiznos quotout businessquot sign door
18365,anger,ive standing half past seven  earth 
26476,joy,  shopping online time year :)
10223,sadness,long ass day
13010,sadness,:( travelocity gnome got knocked winter shelfunrepairable
21664,joy,neighbors respect you trouble neglect you angels protect ampampamp heaven accept you  
857,joy,send amp future forth #today
10916,fear,ahhhh im worried dentist long
27973,anger,offended titan lumbered forward stamped raider  crushing underfoot 
6309,joy,good friend wife vicar church came pews (i choir) shook hand time informal \greeting\ church service said words
20317,fear,tried break door
12183,sadness,excited food advertisements remember im giving meat
3789,joy,succeed writing felt felt happy able express suffocating me
8483,sadness,family died
16610,joy,find )quot  truth is: find sharing gospelquot
19551,anger,woman wanted mother  called awkward  exasperated frightened dreams screams 
1076,sadness,course   im sorry pajamas work 
16734,anger,im raging expected actually starve weekend ok kooooooool words had
9827,joy,westham win bets   drowning sorrows tonight tomorrow
12764,joy,summer sailing friends greece felt joy
29879,sadness,managing negative emotions tough managed effectively use #hypnosis
33062,sadness,girl tl vex tonight
20339,neutral,fine 
4085,fear,nervous change mind minute  
27792,fear,time walked lane anxious susan notice 
17910,sadness,gloom  hand  sees noisy  grimy city crowded underground stations  overpriced restaurants  jostling strangers mournful faces 
11365,joy,come  ’ flatter anymore  took job love challenged  ’ turned support people 
31099,joy,waste hours back relive terrible experience write paper
34515,fear,robs future binding present #bondage #timidity #afraid
25151,sadness,bummed im lucky   work midnight :(
1579,joy,tomorrow begins hell week sleeping week basically
8898,joy,lucky  hope married guy like 
4929,anger,impression arouse anger see angry respects ~richard m nixon
14302,sadness,oh  im afraid ill busy tomorrow evening 
32958,joy,joy remember told earlier putting
1793,fear,ray shepherd s voice quiet ignored son s mounting horror 
28330,sadness,roommates making feel bad participating secret santa :(
30739,joy,accepted student psychology guttenburg
22055,joy,  thx yeah hes mamas boy  hes 3 goin naughty lol week hes finally saying mama clearly w/good eye contact #autism
14290,joy,plan: rise n shine n god glory
17301,joy,6 month old son happy well
12546,fear,months later gough whitlam brought australian army home said experienced horrors  left little piece viet 
18636,joy,friday = day pay day weekend drink
33376,anger,exasperated galileo able inadequacy rival s position characteristically witty way 
11709,anger,scientists  sides noman s land  bitterly indignant points external influences 
19986,sadness,  ouch  thought debt free man (besides mortgage) reading stats
32015,anger,certain man went parents told married here school went home holidays parents asked angry man
8760,anger,simply ’ help giving fisheye knew 
10023,anger,things better time putting cover duvet
1484,joy,thatlots mij wakker maakt als ik laat les heb 1 om te gan eten den ander voor de trèn om zegn dak op fs ingelogd ben
28035,anger,bought emachine friend cheap motherboard fried
10854,fear,courage path leads action ~ christian mccormack #quote #quotes
11045,anger,sims 3 wont load computer
10343,joy,  seventh frog too high school cat
2253,neutral,yes  
23340,joy,lord strength destiny christian forgive continue love #power
5755,sadness,sad expulsion comrades university demonstrations
26083,anger,i knw oomf mad att smh ugh ampamp wea tf dese muthafckas att wake mad thss smgdh
32679,sadness,oh  ’ forget 
12488,joy,trials grow amp mature count
16114,sadness,  nooott dey jus cant cheat pussy available dey hunt ah suh mi it
4681,anger,expensive car city  
4043,neutral,stop 
16656,joy,  geniet van het een heerlijke activiteit voor een zondag
23831,joy,quotnahh blackthey sistertheir mom white bitchesquot
1371,joy,time clean fire trucks
18942,joy,home amp going bed  am final classes day #xasomeone send goodnight textttlt3
10505,fear,final exams year  natural sciences
3542,joy,wondering world going womanthology sketchbook got word theyre shipping week
10963,joy,  bad think walking day helped throbbing amp swollen:/ amp ive got work tomorrow
18910,anger,’ tell appointment 
16392,neutral,
22918,fear,  amazing show thnx         4 great show
11647,sadness,  too josh leaves basic training march:(
7287,fear,  yeah wootwoot easily cold feet oo
21808,sadness,im worried sick leave tomorrow 
24484,joy,im actually crip im green group winter carnival 
28306,neutral,good 
5400,anger,nurses given acting lessons  help cope irate patients 
15623,joy,oh  thats nice  thank 
21733,joy,class register semester
14148,joy,making awesome sweet potatoes bra dancing like white irish girl kitchen haha n
16002,sadness,  tweeted video minutes ago mention :(
15822,neutral,okay 
31158,anger,annoying confident single boyfriend
30040,joy,day life bosch house: jerry shooting crows bb gun rifle #hicktown
19711,anger,annoying 
24032,joy,joyful little sister comes room farts
14284,joy,  ouch hope feels better soon pray you whip dinner date eliptical
29360,sadness,came outside mi hair went poof poof
12093,joy,lange dag op school en nu lange training
10678,fear,standing 4 star general randomly says quotfuckquotno questions
22547,joy,friend replying letter saying attracted suggesting write talk things went suggestion ring good  insane conversation
6027,sadness,smiles hide anguish 
26522,fear,hate dentists 
5860,fear,says middle name nervous cuz thats mom calls shes angry
18692,joy,  happy holidays kim deserve happiness like else #love #laughter
15620,anger,paid return ticket cross buy  upset pay extra oneway ticket convert sterling unfavourable rate 
4471,joy,woke  time work #joy  im feeling joyous #not
17127,joy,  haha know hurts like bitch u fall asleep amp u wake like headache
15358,fear,1986 local authority concerned injuries sustained obtained place safety order 
2684,joy,thanks  im glad  oh  music stopped 
1405,anger,oh  shut  roy 
22193,anger, overcharging 
23111,joy,church choir came sunday away weeks
4230,fear,happy birthday swaggadonhugz birthday beats post #totheface #youradeadmanwalking #qualityfilm
15549,fear,thieves broke house night held wife gunpoint minutes took away lot property
34188,joy,so   finally mend fever brokenbut docs   jabs
32273,joy,dear god u know whats best me going stop acting like know trust you
28468,fear,bottle rat rosy nosy beer night henry brought climbed curtain condemn :(
12538,anger, descendants sir isaac newton miffed prime minister maragaret thatcher included 17th century discoverer gravity personal coat arms  represent learning 
28173,joy,life eyes open eyes closed  spiral convergence
34501,anger,tony s father interviewed said felt angry tony taken tablets  especially girl friend  pat  found tony unconscious 
1920,fear,hope im hearing right karmas got fearing life
12013,fear, m frightened cellars die  
33689,joy,hours sleeping day away
21713,anger,need management need people stop pissing :|
967,anger,whats damn spams comin timeline want rasclart phone
3488,joy,knew job
8674,fear,scared heights think christmas lights
14311,fear,  realist song him way explicit fakes #rs
14379,sadness,im sorry  think were skirt color  want store available 
28377,joy,happy received year end results worried done happy know passed
20719,joy,party going dj  food  drinks 
2439,joy,christmas lights happy
19143,sadness,finished episode glee netflix #loserlikeme
27413,joy,got examination driver licence finished knew passed it
23051,fear,sticking reese witherspoon tonight movie night
7477,joy,palace actually arranged drawing removed  little doubt delighted rid 
3592,anger, lent   paula said  peeved 
25761,joy,course psycho bitch life again
10760,anger,woman worth tha definatly worth tha #effort #teamfollowback
910,joy,christmas music day
12892,joy,helping nursery school
14588,joy,accepted medical school medicine profession desired childhood
34734,joy,beastin shift ahead tomorrow
3094,joy,hes bringing hopeless giving heart broken sharing home orphan  #joy
3864,joy,family pictures today
8389,joy,christmas wishthe super selfish one: family place time watching muppets christmas carol
27737,anger,realise week week/s tough #breakups :(
24699,joy,  maybe tone pfffft common nearly took ears start season look now
13373,anger,talk revolutions lately maybe start evolution first high concept
6474,anger,insulted bus
7049,sadness,sorry hear  looking forward spending time  enjoyed chat 
30420,joy, mommy ask got food home  balik rumah mak masak  #syukur #princessabah
4804,sadness,lessons semester little bit hard 
9293,joy,merry ) rt   amp xmas drinks season begins theres functions night amp xmas
27816,fear,felt fear mother heavily ill
17627,sadness, achieved heart s desire turned shameless  neurotic display  dejected  walked meekly  head tail hanging 
30139,sadness,girlfriend left me
12999,fear,doubting god life allow creep steal praying for #faithinhim
22129,fear,life short live it rare grab it anger bad dump it awful face it #memories sweet cherish them
30333,sadness, surprisingly  parents continue feel anxious  tense sad children 
18,joy,goodlet  
21416,sadness,trying talk late night people ):
5611,neutral,im afraid 
3274,joy,  similar 10 7x2 girls ignore completely boy likes till bollock him
25216,anger,shot look exasperation 
13027,fear,adjacent king human being
32971,sadness,sorry  sir  tables main dinning room left 
29512,joy,elation took clothes  kitchen leave phoebe scrawled memo  door 
6958,neutral,
26714,fear,egyptians safety fears mount revolution 38% feel unsafe 3% victims crime bitly/tan1j3  
22800,anger,sister came home reproached tidied house working morning nothing
23750,neutral,4
11563,joy, 
9454,anger,bank customers notoriously slow shift business  miffed 
18079,fear, m particularly worried players score  cant stroll 
29833,fear,fear fear were alive fear die ill alive million year #byebye #lyrics #quotes
31982,fear,gripped fear oddly apt phrase times feels like fear gripping you like gripped fear
118,sadness,going loner target panache hob lob
3062,joy,washing machine ruinedddd  laundrette
12950,anger,shut 
30329,fear,eerie feeling im going weekend
24990,sadness,  yeah im crazy ugly :( 
26134,joy,la enfermera dijo que en el centro pokemon es valido el seguro popular pinche vicente fox chismoso #pokenoche puta madre
8249,joy,mom told spend $20 walmart spend $1997
29167,fear,let said goodbye ~ open heart new
5,fear,im expecting extremely important phonecall minute #terror #opportunity
18471,sadness,brittany sporting dog group
28419,neutral,good  think spending hours day playing computer games waste time  healthy meaningful 
5880,fear,good friend behaved cool manner long time
25234,sadness,eventful thanksgiving yet dropped turkey saw deer shot ohboy
22604,joy,  where jealous im writing dissertation day tomorrow #festive #bahhumbug #ahbumhug
6350,neutral,bye 
10316,joy,tonight wanna laying bed instead ill chasing 2 children age 2
547,joy,thanksgiving comes christmas music
29738,joy,foot mouth night getting texted today
520,joy,works gunna joy weeek 23 hours
25845,joy,dije eta mañana que tenia gana de comida china cuando llego mi casa la comida e comida china 
26213,joy,enjoyed man u going champions league tune freeview channel 33 watch 2nd half
26970,sadness,wow fingernails broke week
29639,sadness,lost heart beginnings winter convinced
33646,anger,passed table  heard older woman counting onetwothree  onetwothree like jolly exasperated gym teacher 
13539,fear,jumped men deserted area
18503,fear,seconds ago cd containing soft copy freaked min laptop #scared
2257,sadness,  welcome join is going upset
4943,fear,left home father false pretences got car drove home alone seethed rage withraw authority hit me kicked threatened me
10672,fear,like days overwhelming dread
19046,joy,walked steps time  feeling elation swept 
5721,joy,3rd week advent candle
27032,anger,watching jeremy kyle brilliant think gordon ramsey better #kickingoff
33237,anger,got bad cold father said crazy motorbike temperatures answered care cold said care leave (it second time said like that)
14131,sadness,records based measurement subjective impressions number times parents felt depressed child s behaviour 
9348,sadness,girl fond initiate conversation expected tutorial
23199,joy,family wants eat ampgo mall got home  blue paint hair ampi look like death 
24372,sadness,  copy fragile things gone cthulhu ate itor police occupy rallies room
30585,neutral,
12979,fear,speak openly #pray #safety #success tomorrow #occupycolleges
29999,neutral,wish afford 
9030,joy,wishing like bubble floating amp free amp #love sets heart afire truth are #ydb #blessing
26780,anger,coach team degraded second team
20752,neutral,need babies  tina gave birth baby boy yesterday 
29233,anger,got angry impossibility clarissa given instructions 
5945,fear,im painful situation definition of: damned damned #life #love #therightthing
16036,fear,saw large spider crawling wall
26166,neutral,certainly 
8463,anger,wrote exam happened thought would angry well
11006,sadness,casually feeling down getting better jam sesh realise history assignment
34136,fear,night coming lingadzi inn heard hyena crying lingadzi jungle alone
1013,joy,gonna day writing papers amp studying tomorrow
32473,joy,today thankful funny creatures god made like grandparents dog #7 #fb
22349,neutral,
14704,joy,yes   summer heat  winter cold far away 
27928,sadness,  dont worry time coming
6409,anger,father slapped mother small quarrel
8800,anger, hell trouble  whats boyfriend  forget valentines day 
17982,fear,yes  bike seat   quick 
15101,sadness,fianceleft best friend
8981,neutral,oh  steve  stop  bit nervous  
15352,joy,time cup coffee  ill 
19994,sadness,loads friends miserable way look  media basically saying   yes  re right miserable 
664,fear,quotdj ger schaeuble: knows happen euro failsquot lt good confidence
29270,sadness,mood time depressed  start look problems opposed partner 
21303,joy,stuck medical room year 7s boasting detentions
25616,sadness,partner left long time
7582,fear,listening drake amp thats time hearing line :/
27713,fear,forced friend chew poisonous herb primary school tongue swollen told mother it mother reported headmaster threatened expel us
11114,sadness,yeah  want 
17594,joy,enjoying long catch paul foster cant wait exciting future projects x
22654,sadness,death close family
12700,joy,2 hour car ride
32823,anger,stop picking  going mad 
15740,fear,good nervous making permanent change 
8416,joy,  thank you looking frwrd 2 joining organization spent past years noida aspiring 2 b in hope v grow
31079,sadness,death pet rabbit away brother allergic it gave man kept animals lots animals children watch went visit rabbit badly beaten rabbits eventually died
34540,joy,celebrate life chance amp #ty
9430,anger,need calm down venom inside
15114,fear,people protesting corruption countries applauded protesters us obviously hate freedom
9724,joy,fuck brown liq
29044,joy,apparently somebody tried break night #merp
28507,sadness,bored end looking tweets ones marked 37 hours ago#bored
2741,anger,biggest pet peeves clothes constantly fall hangers
34223,joy,day consists homework homework homework #nerd
33819,fear,carry jesus carried cross #shame #hurt #pain
10630,neutral,mumm  
33304,joy,scheels opens 5 great know til 
2963,anger,diehard fans miffed s left  s tough argue songs included 
11557,sadness,mr pitman senior junior reps grew progressively despondent standard rooms services encountered travels 
25487,joy,think mch poking ill heave throw passout
22471,fear,didnt like personally 1st try couple ill know funny rap camera
16033,sadness,stared hard know  disconsolate woman chill room sorrowful face night outside 
16078,fear,  fox dehumanizes movement like military dehumanizes people countries invades #hate #doublethink
23287,fear,people talk things awkward awkwardness enters situation allow too awkwardness comes
7615,joy,noticed meryl streep similar cheekbones jaw structure
28463,fear,sitting car man masturbating
5228,sadness,ready school now especially little bro sick
25292,fear,big dream killer saying pussssssssy lol
33742,anger,look traffic  ’ terrible 
30593,joy,love writing recieving letters
27897,joy,close life bring #drama
31690,sadness,omg hate txt feel down life going great
7905,fear,“  afraid tomorrow seen yesterday love today #less”
10149,sadness,assumed mother nt wept shown grief father nt loved father s parents  wept copiously 
23370,sadness,lultimo pensiero di beast è stato joker li amavo quei due
4561,fear,“  afraid tomorrow seen yesterday love today #less”
3071,sadness,left sisters house staying days little boys warm people (the family) time need sort contact grew fond children (no im paedophiliac)
24802,sadness,death motherinlaw long sickbed moment dying her
10812,fear,“  afraid tomorrow seen yesterday love today #less”
7245,joy,mind  begins easily mistaken translation eighthcentury hermit s verse  composed beehive hut contented holy man old ireland 
13493,fear,brother lost temper started smashing things house scared terrible happen till situation brought control
27849,neutral, modern people imagine  
31650,sadness,glum look face england manager graham taylor says intention quitting 
30678,sadness,need computer shop money harddrive shall prolonged #procrastination
11644,anger,meeting generally dominating persons social occasions
8133,neutral, said 
14213,joy,school today reading
1825,joy,going hear countryandwestern singer tonight 
33800,fear,thrown car accident resulted fracture
